id,overall_status,study_type,start_date,enrollment,condition,location_countries,intervention,title,date_processed,sponsors
NCT04387240,Not yet recruiting,Interventional,December 2020,22,COVID POSITIVE,SAUDI ARABIA,ARTEMISININ / ARTESUNATE,Evaluating the Efficacy of Artesunate in Adults With Mild Symptoms of COVID-19,"February 08, 2021",Princess Nourah Bint Abdulrahman University
NCT04329923,Terminated,Interventional,"April 9, 2020",173,COVID,UNITED STATES,HYDROXYCHLOROQUINE SULFATE 400 MG TWICE A DAY,The PATCH Trial (Prevention And Treatment of COVID-19 With Hydroxychloroquine),"February 08, 2021","Ravi Amaravadi, MD"
NCT04733677,Not yet recruiting,Observational,February 2021,200,COVID,UNITED STATES,,User Experience of the OSR M1 Reusable Elastomeric Air Purifying Respirator in Non-Clinical Settings,"February 08, 2021",Wake Forest University Health Sciences
NCT04510233,Not yet recruiting,Interventional,September 2020,60,COVID,,IVERMECTIN NASAL,Ivermectin Inhalation Forms in the Management of COVID-19 Egyptian Patients,"February 08, 2021",Tanta University
NCT04425460,Not yet recruiting,Interventional,June 2020,256,COVID,CHINA,FAVIPIRAVIR,"A Multi-center, Randomized, Double-blind, Placebo-controlled, Phase III Clinical Study Evaluating the Efficacy and Safety of Favipiravir in the Treatment of Adult Patients With COVID-19-Moderate Type","February 08, 2021",Zhejiang Hisun Pharmaceutical Co. Ltd.
NCT04706533,Recruiting,Observational,"March 23, 2020",2000,COVID,UNITED STATES,BIOMARKERS OF INFLAMMATION,"Prospective Observational Study Examining Clinical Characteristics, Inflammatory Markers, Treatments and Outcomes of Patients Hospitalized for COVID-19 at the University of Michigan Healthcare System in Ann Arbor","February 08, 2021",University of Michigan
NCT04368390,Recruiting,Observational,"April 3, 2020",100,COVID,FRANCE,,Imaging Analysis of COVID-19 + Patients With Abnormal Neurological Examination,"February 08, 2021","University Hospital, Strasbourg, France"
NCT04473131,Recruiting,Observational,"April 27, 2020",300,COVID,QATAR,NO INTERVENTION,Immune Profiling of COVID-19-infected Patients Admitted to the Intensive Care Unit (ICU): the IMPROVISE Study,"February 08, 2021",Hamad Medical Corporation
NCT04579458,Withdrawn,Observational,"December 28, 2020",0,COVID,UNITED STATES,COLLECTION OF TEARS AND SALIVA.,Assessment of COVID (Coronavirus Disease)-19 in Tearfilm,"February 08, 2021",Vanderbilt University Medical Center
NCT04328441,"Active, not recruiting",Interventional,"March 25, 2020",1500,COVID,NETHERLANDS,BCG VACCINE,"Reducing Health Care Workers Absenteeism in COVID-19 Pandemic by Enhanced Trained Immune Responses Through Bacillus Calmette-Guérin Vaccination, a Randomized Controlled Trial.","February 08, 2021",UMC Utrecht
NCT04542980,Not yet recruiting,Observational,"September 15, 2020",200,SARS-COV2 INFECTION,,SARS-COV2 AUTOANTIBODY DETECTION,"Qualitative Evaluation of Tear Fluid and Blood for IgM and IgG Produced in Response to SARS-CoV2, the Virus Responsible for COVID-19.","February 08, 2021",Namida Lab
NCT04360122,Not yet recruiting,Interventional,"May 20, 2020",100,CORONAVIRUS DISEASE (COVID),EGYPT,LEVAMISOLE,Impact of Levamisole and Isoprinosine in Immune-prophylaxis of Egyptian Healthcare Workers Facing COVID-19,"February 08, 2021",Ain Shams University
NCT04359277,Terminated,Interventional,"April 21, 2020",77,COVID,UNITED STATES,ENOXAPARIN HIGHER DOSE,A Randomized Trial of Anticoagulation Strategies in COVID-19,"February 08, 2021",NYU Langone Health
NCT04387708,Not yet recruiting,Observational,"May 14, 2020",18,ANOREXIA NERVOSA,,,Reorganization of Care in Patients Hospitalized in Child Psychiatry for Anorexia Nervosa at the Time of the Coronavirus-19 Epidemic in France: Qualitative Study Carried Out on Patients and Their Parents,"February 08, 2021",Centre Psychothérapique de Nancy
NCT04637828,Recruiting,Interventional,"November 18, 2020",178,COVID,FRANCE,GNS561,"Cure COVID: A Prospective, Controlled, Randomized Study to Compare the Efficacy of GNS561 Versus Standard of Care in Patients With SARS-CoV-2 (COVID-19) Infection","February 08, 2021",Genoscience Pharma
NCT04490850,Recruiting,Interventional,"July 15, 2020",1500,CORONAVIRUS INFECTION,FRENCH GUIANA,BLOOD SAMPLE,COVID-19 Seroprevalence Study in French Guiana,"February 08, 2021",Institut Pasteur
NCT04326725,"Active, not recruiting",Observational,"March 20, 2020",80,PNEUMONITIS,TURKEY,PLAQUENIL 200MG TABLET,"Proflaxis for Healthcare Professionals Using Hydroxychloroquine Plus Vitamin Combining Vitamins C, D and Zinc During COVID-19 Pandemia: An Observational Study","February 08, 2021",Istinye University
NCT04395716,Not yet recruiting,Interventional,July 2020,50,COVID,UNITED STATES,RESCURE™,A Phase I Study of ResCure™ to Treat COVID-19 Infection,"February 08, 2021",ProgenaBiome
NCT04379531,Completed,Interventional,"April 25, 2020",230,PNEUMONIA,RUSSIAN FEDERATION,LOW-DOSE CHEST CT,Low-dose Computed Tomography in COVID-19 Pneumonia: a Prospective Moscow Study,"February 08, 2021",Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies of the Moscow Health Care Department
NCT04462848,Not yet recruiting,Interventional,August 2020,30,CORONAVIRUS INFECTION,UNITED STATES,ANTI-SARS-COV-2 HUMAN CONVALESCENT PLASMA,Phase I Study of the Safety and Pharmacokinetics of Human Convalescent Plasma in High Risk Children Exposed or Infected With SARS-CoV-2,"February 08, 2021","University of California, Los Angeles"
NCT04400929,Recruiting,Interventional,"June 2, 2020",30,COVID,SINGAPORE,SARGRAMOSTIM,Using GM-CSF as a Host Directed Therapeutic Against COVID-19 - a Phase 2 Investigator Initiated Trial,"February 08, 2021",Singapore General Hospital
NCT04668222,Not yet recruiting,Interventional,"December 15, 2020",480,COVID,HONG KONG,YU-PING-FENG FORMULA,"Based on the Theory of ""Body Constitution of Chinese Medicine"" and ""Combination of Prescription and Syndrome"" to Improve COVID-19 Susceptible Body Constitution of Residents in Hong Kong","February 08, 2021",The University of Hong Kong
NCT04349631,"Active, not recruiting",Interventional,"April 22, 2020",56,COVID,UNITED STATES,HB-ADMSCS,"A Phase II, Open Label, Single-Center, Clinical Trial to Assess Efficacy of HB-adMSCs to Provide Immune Support Against Coronavirus Disease","February 08, 2021",Hope Biosciences
NCT04479124,Completed,Observational,"March 10, 2020",2000,TRAUMA,TURKEY,COVID-19 PCR,The Impact of COVID-19 Pandemic to Trauma Patients in Emergency Department: A Multicenter Experience of Istanbul,"February 08, 2021",Kanuni Sultan Suleyman Training and Research Hospital
NCT04351399,Completed,Observational,"April 27, 2020",318,SARS-COV2,FRANCE,QUESTIONNAIRE ASSESMENT,Psychological Impact of Quarantine in Rheumatoid Arthritis Patient During COVID-19 Outbreak,"February 08, 2021","University Hospital, Lille"
NCT04530656,Not yet recruiting,Interventional,"August 28, 2020",168,COVID,CHINA,"TWO DOSES OF MIDDLE-DOSE RECOMBINANT SARS-COV-2 VACCINE (SF9 CELL) AT THE SCHEDULE OF DAY 0, 28","Safety, Tolerability and Immunogenicity of a Recombinant SARS-CoV-2 Vaccine (Sf9 Cell) in Chinese Healthy Population Aged 18 Years and Older: A Phase I, Single-center, Randomized, Placebo-controlled, Double-blind Study","February 08, 2021",Jiangsu Province Centers for Disease Control and Prevention
NCT04387292,Recruiting,Interventional,"September 7, 2020",100,COVID,FRANCE,OPHTHALMOLOGIC EXAM,Ocular Sequelae of Patients Hospitalized for Respiratory Failure During the COVID-19 Epidemic,"February 08, 2021",Fondation Ophtalmologique Adolphe de Rothschild
NCT04421612,Recruiting,Interventional,"April 2, 2020",400,COVID,NORWAY,CO-MESTRING (CO-COPING),Coping With 2020 - No Health Without Mental Health,"February 08, 2021",Haukeland University Hospital
NCT04510662,Recruiting,Interventional,August 2020,60,COVID,MEXICO,TELMISARTAN,Effectiveness and Safety of Telmisartan in Acute Respiratory Failure Due to COVID-19,"February 08, 2021",Abraham Edgar Gracia-Ramos
NCT04565509,Recruiting,Interventional,"November 20, 2020",2500,COVID,UNITED STATES,GENERAL COMMUNICATION MESSAGE,Supporting the Health and Well-being of Children With Intellectual and Developmental Disability During COVID-19 Pandemic,"February 08, 2021",Washington University School of Medicine
NCT04354857,Recruiting,Observational,"March 27, 2020",454,COVID,FRANCE,OLFACTORY AND GUSTATORY TESTS,Qualitative and Quantitative Evaluation of Anosmia Over Time in Clinically Symptomatic Patients Tested for COVID-19 Infection,"February 08, 2021",Centre Hospitalier Universitaire de Nīmes
NCT04356950,"Active, not recruiting",Observational,"April 28, 2020",175,SEPSIS,FRANCE,THROMBIN GENERATION TEST ASSAY,Analysis of the Coagulopathy Developed by COVID-19 Infected Patients: Thrombin Generation Potential in COVID-19 Infected Patients,"February 08, 2021",Centre Hospitalier Universitaire de Nīmes
NCT04456426,Not yet recruiting,Observational,July 2020,250,COVID,,,"Evaluation of the Characteristics of Patients and Healthcare Workers With Suspected or Confirmed of COVID-19 in Villavicencio and Meta State, Colombia","February 08, 2021",Hospital Departamental de Villavicencio
NCT04385264,Not yet recruiting,Interventional,"May 12, 2020",800,COVID,SWITZERLAND,HYDROXYCHLOROQUINE,"#StayHome: Efficacy of Early Hydroxychloroquine in Outpatients to Reduce Secondary Hospitalisation and Household Transmission of COVID-19 in Switzerland: A Double-blind, Randomised, Placebo-controlled Trial","February 08, 2021","Center for Primary Care and Public Health (Unisante), University of Lausanne, Switzerland"
NCT04695821,Not yet recruiting,Interventional,January 2021,10,COVID,UNITED KINGDOM,SENTI V1.0 DEVICE,"A Small-scale Study to Capture Acoustic Pathophysiological Parameters, in the Community, Through a Wearable Device, and to Evaluate the Technical and Practical Feasibility of Utilising This Data as Part of a Medical Device System for the Monitoring and Evaluation of Covid-19 at Home","February 08, 2021",Senti Tech Ltd
NCT04489628,Not yet recruiting,Interventional,"August 1, 2020",110,SARS-COV INFECTION,UNITED STATES,VITAMIN D3 OR PLACEBO,Tele-health Enabled Clinical Trial for COVID-19: Vitamin D as an Immunomodulator to Prevent Complications and Reduce Resource Utilization in Outpatients,"February 08, 2021",University Hospitals Cleveland Medical Center
NCT04392115,Not yet recruiting,Interventional,"June 15, 2020",372,COMORBIDITIES AND COEXISTING CONDITIONS,,THE PREPARE PROGRAM,PRomoting Exercise During the Pandemic to Increase Activity and Reduce Effects of Social Isolation for COVID: The PREPARE for COVID Trial,"February 08, 2021",Ottawa Hospital Research Institute
NCT04388605,Recruiting,Observational [Patient Registry],"April 21, 2020",11000,CORONAVIRUS INFECTION,UNITED STATES,,Assessing the Safety of Pregnancy In the CoRonavirus pandEmic: a Nationwide Prospective Study,"February 08, 2021","University of California, San Francisco"
NCT04445415,Not yet recruiting,Observational,"July 1, 2020",250,COVID,,COVID-19 ANTIBODIES TESTING,Diagnostic Value of New- Covid 19 Antibodies Testing Among Laboratory Healthcare Workers,"February 08, 2021",Assiut University
NCT04466982,Recruiting,Observational,"July 2, 2020",90,OLFACTORY DISORDER,UNITED KINGDOM,,"Objective Assessment of Olfactory Dysfunction and Impact on Quality of Life in SARS CoV-2 (COVID-19)Infection Using the UPSIT, eQOD and SNOT-22 Questionnaires: A Prospective Observational Cohort Study","February 08, 2021",Cambridge University Hospitals NHS Foundation Trust
NCT04321993,Recruiting,Interventional,"April 17, 2020",800,COVID,CANADA,BARICITINIB (JANUS KINASE INHIBITOR),Treatment of Moderate to Severe Coronavirus Disease (COVID-19) in Hospitalized Patients,"February 08, 2021",Lisa Barrett
NCT04627467,"Active, not recruiting",Interventional,"March 28, 2020",3217,COVID,COLOMBIA,CHLOROQUINE,Prophylaxis With Chloroquine in Health Personnel Exposed to Infection With Coronavirus Disease 2019 (COVID-19),"February 08, 2021",Fundacion Clinica Valle del Lili
NCT04361500,Recruiting,Observational [Patient Registry],"April 15, 2020",100,COVID,GERMANY,SERAPH 100,Registry for the Evaluation of Safety and Effectiveness of the Seraph 100 Microbind Affinity Blood Filter in the Therapy of COVID-19 Patients (COSA),"February 08, 2021",Hannover Medical School
NCT04345549,Completed,Interventional,"February 26, 2020",18,FLU LIKE SYMPTOM,UNITED KINGDOM,INDIVIDUALISED AYURVEDA,Ayurveda Self-Management for Flu Like Symptoms in People Self-Isolated for 7 Days During the Coronavirus Disease 2019 (COVID-19) Outbreak,"February 08, 2021",Aarogyam UK
NCT04679493,Not yet recruiting,Interventional,December 2020,16,COVID,RUSSIAN FEDERATION,XC7 100 MG SINGLE,"Double Blind, Randomized, Placebo-controlled Study of Safety, Tolerability, and Pharmacokinetics of Ascending Doses of XC7 After Single and Multiple Oral Administration in Healthy Volunteers","February 08, 2021",NP Therapeutics
NCT04709120,Recruiting,Observational [Patient Registry],"January 11, 2021",2500,COVID,RUSSIAN FEDERATION,,Analysis of Health Status of Сomorbid Adult COVID-19 Patients Hospitalised in Second Wave of SARS-CoV-2 Infection,"February 08, 2021",Eurasian Association of Therapists
NCT04570384,Recruiting,Interventional,"October 15, 2020",60,ACUTE HYPOXEMIC RESPIRATORY FAILURE,UNITED STATES,L-CITRULLINE,"Prospective, Randomized, Double-Blind, Placebo-Controlled Phase II Trial of Intravenous L-Citrulline (Turnobi) to Delay and Potentially Prevent the Need for Invasive Mechanical Ventilation for Acute Hypoxemic Respiratory Failure in Patients With COVID-19 (SARS-CoV-2) Illness","February 08, 2021","Asklepion Pharmaceuticals, LLC"
NCT04579471,Recruiting,Observational,"July 1, 2020",2000,COVID,BELGIUM,SARS-COV-2 IGG,Prevalence and Outcome of SARS-CoV-2 Infection in Solid Organ and Hematopoietic Cell Transplant Recipients: The COVITRA Study,"February 08, 2021",Universitaire Ziekenhuizen Leuven
NCT04529499,"Active, not recruiting",Interventional,"August 20, 2020",780,COVID,KUWAIT,AVIGAN,"A Multi-center, Randomized, Double Blind, Placebo Controlled Clinical Trial Evaluating the Efficacy and Safety of Favipiravir in Moderate to Severe COVID-19 Patients","February 08, 2021",Dr. Reddy's Laboratories Limited
NCT04475484,Recruiting,Observational,"June 10, 2020",30000,INVESTIGATING PSYCHOLOGICAL IMPACT,FRANCE,ONLINE QUESTIONNAIRE,Online Survey on Psychological Impact of COVID-19 Epidemic on School-age Children,"February 08, 2021",Hospices Civils de Lyon
NCT04465513,Not yet recruiting,Interventional,"August 31, 2020",100,ASTHMA; EOSINOPHILIC,CANADA,BEST STANDARD OF CARE + CARDIO,"Randomized, Open-label, Parallel Study to Investigate Safety and Efficacy of CARDIO Softgels Plus Best Standard-of-care vs. Best Standard-of-care Alone on a Former Smoker and/or Steroid-resistant Asthma Population With COVID-19 Infection","February 08, 2021",Hofseth Biocare ASA
NCT04459962,Completed,Interventional,"June 29, 2020",330,COVID INFECTION,UNITED KINGDOM,BREATH TEST & CHEEK SWAB,Breath Test Feasibility Trial for Covid-19 Infection Diagnosis,"February 08, 2021",Ancon Technologies Ltd
NCT04639427,Not yet recruiting,Observational,November 2020,4,ORAL-LINGUO-FACIAL PRAXIES,FRANCE,,Benefits of Using a Transparent Visor to Replace the Face Mask in Speech Therapy Rehabilitation of Oral-Linguo-Facial Praxies in the Context of COVID-19: a Series of Cases,"February 08, 2021",Assistance Publique - Hôpitaux de Paris
NCT04491227,Enrolling by invitation,Observational,"May 5, 2020",2000,COVID,BOLIVIA,,Global Assessment of Acute and Chronic Kidney Disease Incidence and Outcomes in Patients With COVID-19 Infection,"February 08, 2021","University of California, San Diego"
NCT04452318,Recruiting,Interventional,"July 13, 2020",2450,HEALTHY PARTICIPANTS,"MOLDOVA, REPUBLIC OF",REGN10933 + REGN10987,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study Assessing the Efficacy and Safety of Anti-Spike SARS-CoV-2 Monoclonal Antibodies in Preventing SARS-CoV-2 Infection in Household Contacts of Individuals Infected With SARS-CoV-2","February 08, 2021",Regeneron Pharmaceuticals
NCT04417257,Recruiting,Interventional,"June 29, 2020",240,COVID DISEASE,CANADA,LAU-7B,"RESOLUTION: A Double-blind, Randomized, Placebo-controlled, Pilot Phase II Study of the Efficacy and Safety of LAU-7b in the Treatment of Adult Hospitalized Patients With COVID-19 Disease","February 08, 2021",Laurent Pharmaceuticals Inc.
NCT04438694,Recruiting,Interventional,"June 1, 2020",67,COVID,EGYPT,CONVALESCENT PLASMA,Assessment of the Effect of Convalescent Plasma Therapy in Patients With Life-threatening COVID19 Infection,"February 08, 2021",Cairo University
NCT04720118,Recruiting,Observational [Patient Registry],February 2021,150,PARKINSON DISEASE,UNITED STATES,NO INTERVENTION,Does Locus of Control Affect Satisfaction and Quality of Life During COVID - 19?,"February 08, 2021",Towson University
NCT04427358,Completed,Observational,"May 7, 2020",100,COVID,FRANCE,,RT-PCR SARS-CoV-2 at 1 Month of COVID-19 Infection in the Geriatric Population,"February 08, 2021","University Hospital, Strasbourg, France"
NCT04534673,Recruiting,Interventional,"August 5, 2020",40,COVID,ISRAEL,LAMBDA 180 MCG S.C,Pegylated Interferon Lambda for Treatment of COVID-19 Infection- A Randomized Open Label Pilot Trial,"February 08, 2021",Soroka University Medical Center
